"Year","AL","AZ","AR","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","ME","MD","MA","MI","MN","MS","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","PR","RI","SD","TX","UT","VT","VA","WA","WV","WI","WY"
"2017",9.8,10,8.5,10.5,9.3,10.1,8.25,11.5,8.1,5.15,8.3,9.3,7.25,8.3,7.25,7.25,7.25,7.25,9,8.8,11,8.9,9.5,7.7,8.15,9,8.25,7.3,8.44,7.5,9.7,7.25,7.3,8.2,7.3,9.75,7.25,7.3,9.6,8.65,7.25,7.25,10,7.25,11,8.75,7.3,5.15


